label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
BDA,0.005798339843741152,0.006195068359365547,0.0020294189453094035,0.0019836425781219733,0.0021820068359341706,0.0026702880859334256,0.0024566650390587513,0.003387451171869831,0.003387451171869831,0.005447387695304188,0.006332397460927838,0.013534545898416848,0.01919555664059571,0.06855773925770789,0.011032104492170666,0.0266723632812093,0.006591796874989942,0.03555297851557075,0.003814697265619179,0.01914978027340828,0.005233764648429514,0.02508544921871172,0.013565063476541801,0.031051635742140118,0.41085815429624806,0.2682342529292782
BDA,0.02249716553287902,0.009976261337868126,0.009288548752834138,0.012106009070294355,0.01118339002267534,0.01369118480725575,0.013393920068026735,0.01706490929705155,0.01690405328798126,0.023741142290248592,0.030961238662130422,0.05827558106575757,0.08904336734693562,0.08058638038548467,0.040824121315191295,0.032224348072561214,0.02398313492063407,0.024237882653060365,0.020993126417232815,0.02341943027210801,0.020096017573695432,0.021427862811790623,0.018015873015872378,0.018788619614511805,0.057479804421766666,0.2897966269841167
BDA,0.024000141723355156,0.01041028911564589,0.01003117913832164,0.013320578231292044,0.012814271541949659,0.016011904761904193,0.015268565759636647,0.018473285147391636,0.017517715419500514,0.0227203798185933,0.027117346938774548,0.04727005385487361,0.06523951247165301,0.06359410430838777,0.03766085600906896,0.03323341836734576,0.02615575396825304,0.026776147959182723,0.022971230158729344,0.025628188775509295,0.021976686507935727,0.023320223922901666,0.019064980158729483,0.020180342970520827,0.06748157596371643,0.3117612670067917
BDA,0.01979589862642609,0.008431791172649849,0.007731531382140517,0.010511497111903016,0.010243760882181886,0.013532943647568832,0.013126675510598446,0.016993132133874437,0.017483348533841255,0.025365503136831336,0.03440082359118804,0.06525129204322246,0.09287061603515141,0.09152122543735693,0.047009645413590394,0.03734557665201761,0.027181963905700633,0.02620118563966413,0.022262526600889152,0.02409660614100461,0.020383191001298248,0.021211618715970854,0.0163122184451256,0.016413094547162464,0.05625431832628388,0.25806801536632334
BDA,0.030360725308636118,0.029602623456784414,0.009330632716047583,0.00503665123456693,0.003287037037036403,0.002872299382715495,0.003028549382715465,0.0034548611111104447,0.004828317901233637,0.007640817901233094,0.010889274691355925,0.019670138888885094,0.025927854938266603,0.024099151234563253,0.013231095679009793,0.010208333333331364,0.007426697530862765,0.006290509259258046,0.004683641975307739,0.0048186728395052435,0.004967206790122499,0.006813271604936957,0.012322530864195155,0.032596450617277666,0.040407021604930475,0.6762056327159189
BDA,0.03546103395061044,0.032212577160487615,0.009612268518516664,0.004764660493826242,0.0029629629629623912,0.002310956790123011,0.0021354166666662545,0.002445987654320516,0.0031230709876537187,0.0037885802469128493,0.004585262345678128,0.0063792438271592635,0.010246913580244937,0.009201388888887115,0.006161265432097577,0.006217206790122258,0.0047974537037027785,0.004974922839505213,0.0038618827160486376,0.0040972222222214316,0.004457947530863338,0.0068094135802456,0.012903163580244424,0.03744984567900512,0.04618634259258368,0.7328530092591179
BDA,0.029033564814809214,0.027046682098760214,0.008931327160492105,0.005692515432097667,0.00417052469135722,0.0036265432098758436,0.0034239969135795864,0.0039004629629622103,0.005057870370369395,0.007899305555554032,0.013680555555552917,0.02469714506172363,0.04326195987653486,0.02895640432098207,0.01647183641974991,0.010646219135800416,0.006869212962961638,0.0065663580246900916,0.004783950617283028,0.004635416666665773,0.004614197530863308,0.006298225308640761,0.010771604938269527,0.029469521604932585,0.03577160493826471,0.6537229938270344
BDA,0.0323939043209814,0.029488811728389373,0.008790509259257564,0.004930555555554605,0.0035474537037030194,0.0029976851851846067,0.002633101851851344,0.003186728395061114,0.0040547839506165015,0.007216435185183793,0.012029320987652,0.02441550925925455,0.03338155864196887,0.032197145061722186,0.015459104938268622,0.011400462962960763,0.00722029320987515,0.007123842592591218,0.004955632716048427,0.005133101851850862,0.004787808641974385,0.006655092592591309,0.011174768518516363,0.03148148148147541,0.04081597222221435,0.6525289351850593
BDA,0.03245949074073448,0.02892554012345121,0.008290895061726795,0.004953703703702748,0.0034818672839499456,0.0032253086419746866,0.0030922067901228605,0.0038715277777770308,0.0049363425925916405,0.00821373456789965,0.012779706790120991,0.024409722222217514,0.03587962962962271,0.032864583333326994,0.016213348765428973,0.011734182098763169,0.007937885802467605,0.008096064814813253,0.005927854938270461,0.005597993827159414,0.004841820987653387,0.006442901234566659,0.011060956790121323,0.030542052469129912,0.03952353395060966,0.644697145061604
BDA,0.03414737654320329,0.030731095679006417,0.00915123456789947,0.005536265432097697,0.003917824074073318,0.0030652006172833595,0.0025231481481476615,0.0027951388888883496,0.0035532407407400553,0.00573109567901124,0.009158950617282184,0.0184143518518483,0.028580246913574733,0.024633487654316236,0.011201774691355864,0.008649691358023022,0.006404320987653086,0.006178626543208685,0.004666280864196631,0.004834104938270673,0.0044444444444435875,0.006381172839504942,0.011410108024689157,0.0338483796296231,0.042681327160485595,0.6773611111109804
BDA,0.033290895061721976,0.030190972222216398,0.008532021604936626,0.004606481481480593,0.003341049382715405,0.0028009259259253855,0.0026253858024686294,0.003094135802468539,0.0039583333333325695,0.006938657407406069,0.011780478395059456,0.02275270061727956,0.0331712962962899,0.030331790123450938,0.015488040123453803,0.010416666666664657,0.007326388888887475,0.0066898148148135245,0.0047955246913571,0.004859182098764495,0.004376929012344835,0.006396604938270371,0.011049382716047251,0.03138888888888283,0.03981288580246146,0.6599845679011073
BDA,0.03254050925925298,0.029687499999994274,0.009531249999998161,0.005669367283949523,0.004257330246912759,0.0031944444444438284,0.002820216049382172,0.0031404320987648265,0.004133873456789326,0.0067322530864184545,0.011296296296294117,0.022251157407403115,0.03371720679011695,0.02908564814814254,0.014349922839503405,0.010140817901232611,0.0072511574074060085,0.00717785493827022,0.005275848765431081,0.004999999999999036,0.00463927469135713,0.006672453703702417,0.011307870370368189,0.03235918209875919,0.04060185185184402,0.6571662808640708
BDA,0.01649163832199488,0.007797973356008793,0.0072838718820859094,0.009879889455781962,0.009480229591836399,0.01191255668934198,0.011899447278911143,0.015970804988661564,0.01690299036281119,0.025284863945577333,0.03489370748299196,0.06940617913831953,0.1040780895691573,0.09837620464852259,0.048291170634918924,0.03760239512471522,0.02626098356008977,0.025155895691609084,0.020685941043083165,0.022993905895690794,0.01942389455782244,0.0204113520408156,0.01586522108843481,0.01710388321995404,0.05761408730158526,0.24893282312924286
BDA,0.03621334876542511,0.033674768518512026,0.00960455246913395,0.005341435185184155,0.0032368827160487584,0.0027160493827155254,0.002337962962962512,0.002594521604937771,0.0030652006172833595,0.004074074074073288,0.005964506172838355,0.013256172839503616,0.023113425925921468,0.019091435185181502,0.007789351851850349,0.006701388888887596,0.004600694444443557,0.004741512345678098,0.0038406635802461725,0.004402006172838657,0.004685570987653417,0.006423611111109872,0.011610725308639736,0.03500192901233893,0.045489969135793694,0.7004282407406056
BDA,0.03698302469135089,0.033329475308635545,0.009837962962961065,0.005499614197529803,0.00348958333333266,0.0025482253086414838,0.0023148148148143684,0.0026658950617278808,0.003028549382715465,0.003975694444443677,0.00627121913580126,0.013410493827157907,0.023981481481476854,0.018728780864193918,0.008520447530862554,0.006473765432097517,0.004949845679011391,0.004953703703702748,0.0039371141975301045,0.004386574074073228,0.004731867283949705,0.006226851851850651,0.011749614197528598,0.03508294753085743,0.04452546296295437,0.698396990740606
BDA,0.037687114197523595,0.034180169753079824,0.00971836419752899,0.005030864197529894,0.0027835648148142778,0.0021026234567897177,0.0019521604938267838,0.0022665895061724024,0.002569444444443949,0.003452932098764766,0.005466820987653266,0.010181327160491863,0.019893904320983816,0.015808256172836457,0.007523148148146697,0.005904706790122317,0.0044926697530855535,0.005030864197529894,0.0038020833333325997,0.004363425925925085,0.004677854938270703,0.006292438271603725,0.011498842592590375,0.03773533950616556,0.047048611111102034,0.7085358796294929
BDA,0.021661352040815558,0.00938208616780012,0.008518990929704913,0.011375070861677602,0.011268069727890757,0.014647463151926918,0.014728245464852085,0.01923221371882018,0.01979627267573626,0.027382015306121478,0.0349975198412686,0.0588857001133766,0.07706242913831926,0.07791524943310381,0.04703621031745865,0.03799992913832065,0.02810586734693778,0.02713506235827568,0.023356363378683978,0.025082908163264417,0.02052118764172263,0.020600552721087705,0.01591021825396769,0.016771541950112785,0.05552331349206152,0.27510416666665694
BDA,0.019274022108842853,0.008015518707482709,0.007838364512471377,0.010828018707482609,0.01056087018140552,0.013558673469387274,0.01339994331065712,0.017548540249432483,0.018242984693876904,0.026578089569160055,0.03620075113378556,0.06986323696144876,0.09867098922902144,0.0975212585033979,0.04785714285714116,0.037411422902493004,0.026651785714284768,0.026157525510203155,0.02202345521541872,0.023460884353740663,0.01966198979591767,0.020408871882085445,0.01585707199546429,0.015281675170067486,0.05434878117913639,0.2427781320861592
BDA,0.026629818594103363,0.011427154195010933,0.010683815192743385,0.013967545351473428,0.013359197845804515,0.01661918934240304,0.01570790816326475,0.01937996031745963,0.01793367346938712,0.022306193310656804,0.02346832482993114,0.03567247732426177,0.04564625850339974,0.04430059523809367,0.030858489229023848,0.030137117346937706,0.02548221371881996,0.02825396825396725,0.026036706349205425,0.03004747732426197,0.02561791383219864,0.02677047902494236,0.020707199546484527,0.022397959183672676,0.07633042800453244,0.34025793650792446
BDA,0.027260133219953683,0.01145868764172295,0.010838647959183288,0.014282525510203575,0.01331597222222175,0.016803429705214822,0.015882227891155898,0.01906037414965919,0.017699829931972163,0.022188917233559303,0.023050949546484442,0.035062358276642745,0.04795103458049717,0.042314342403626616,0.028966128117912805,0.02882192460317358,0.024515660430838134,0.027344458616779074,0.025256164965985498,0.02935657596371778,0.02508467970521453,0.02709502551020312,0.021377196712017384,0.022700892857142052,0.07797654478457773,0.34433531746030527
BDA,0.02271789965986314,0.01047158446711981,0.009390943877550687,0.012640306122448531,0.011967828798185516,0.01468501984126932,0.014012896825396328,0.017549957482992574,0.017551374716552666,0.023812003968253125,0.0289363662131509,0.05058496315192564,0.07092403628117662,0.0654347363945555,0.038219246031744675,0.03249999999999885,0.02542906746031656,0.026229450113377753,0.02292942176870667,0.025789044784579582,0.022363945578230498,0.0234176587301579,0.018835388321994797,0.020080428004534436,0.06641900510203846,0.30710742630384397
